text	label1	label2	label
@AfD_HD Lachnummern, wie Papagei Tauber sind gut für`s Wahlergebnis. Merkel steht auf Leute oh. eigene Meinung u. mit NICHTS zw. d. Ohren 😜	OFFENSE	INSULT	1
"@tothecloud2014 @michael_seyfert @AndreaSchlegel3 @eysvog3l Btw, der Film ""Schindlers Liste"" ist zu 90% pure Fiktion. |LBR| Ein Verhetzungsfilm."	OTHER	OTHER	0
@LC180666 @DuHugonotte Diese Armani-Punker leben auf der Sonnenseite des Lebens ,da kann man generös über die Probleme hinwegsehen,🙈	OFFENSE	INSULT	1
@VallenMarkus @atadic13 @SawsanChebli Hört auf euch über Chebli zu ärgern...sie gehört zu den Verlierern ...freut euch lieber😃😃	OTHER	OTHER	0
Wie es ausschaut kommt #Großbritannien genau dann aus dem korrupten Sauhaufen raus, wenn die #Rezession in der #EU so richtig schön zuschlägt. |LBR| Die Briten haben mit dem #Brexit alles richtig gemacht.	OFFENSE	ABUSE	1
@SiCaminou Dann nimm es ruhig <U+0001F60A> |LBR| Ich schwöre bei Entzündungen eher auf Zwiebeln bzw. Kamillen-Sud. |LBR| Soweit ich weiß (und die Apotheker dürfen mich dafür gerne steinigen) unterstützt Ibu nur sekundär den Heilungsprozess. |LBR| Willst du direkt ansetzen, kommst du um Naturprodukte nicht rum.	OTHER	OTHER	0
Bisherige Regelung verstößt gegen das Persönlichkeitsrecht und das Diskriminierungsverbot. Weitere Infos folgen	OTHER	OTHER	0
Wir brauchen eine deutsches foxnews @David_Bendels. Damit so eine runde wie bei #annewill heute ein Ende hat.	OTHER	OTHER	0
"@RealSHIRA @m_aus_s Auch Normalos"" bekommen einmal Rente (hoffe ich) Renten sind Zinsgestützt!"	OTHER	OTHER	0
@Jellybean4711 Gott hat zuviel Humor, als dass er über die Stöckchen springen würde, die Sie ihm hinhalten.	OTHER	OTHER	0
@faz_donalphonso das schaffe ich mit Highheels auch :-)	OTHER	OTHER	0
Wenn man Äußerungen von @ralf_stegner, @tsghessen oder @sigmargabriel liest, könnte man meinen, der @spdbt fehle nur 1 Mandat zur absoluten Mehrheit ... #nurmalso	OTHER	OTHER	0
Auch beim #219a hat die @spdbt mal wieder bewiesen, dass ihr der Erhalt der Friedhosruhe in der #GroKo wichtiger ist, als klare Positionen und Entscheidungen für die Betroffenen Menschen. Hoffentlich merken sich die Frauen das bis zur nächsten Wahl! #spdabwählen	OTHER	OTHER	0
"Auf die Frage ""Was läuft gut?"" beim #integrationsforum im #dbbforum antworten fast alle Teilnehmende: Arbeit von Ehrenamtlichen"	OTHER	OTHER	0
@_Lady_Hexe_ Ja, meine ganze Jugend lang war Angela M. schon Volksverrä...ähh Bundeskanzlerin <U+0001F92A>	OFFENSE	ABUSE	1
"@YigidoYosi58 @Mesut__A @ntvde @ntv Bald seid ihr alle hier ""Entsorgt""!"	OFFENSE	ABUSE	1
@suizidaI müdi und kämpfe gegen das bedürfnis zu konsumieren. aber sonst ganz gut denk ich.	OTHER	OTHER	0
20:29 1/3 Aufgr. zahlreicher Festnahmen die Info für alle Aktivist*innen rund um @Ende__Gelaende, Hambi &amp; Protestcamp #Manheim: das AZ #Aachen ist heute ofen &amp; kann als Anlaufstelle für Freigelassene &amp; Durchreisende genutzt werden. #endegelände #hambacherforst #hambibleibt	OTHER	OTHER	0
@AfD_Support |LBR| Und wenn schon? Haseloff wartet darauf nur als Ablösung.	OTHER	OTHER	0
@Alice_Weidel @Frank_Magnitz Und so was wird unterstützt von der GroKo so wie von den Grünen	OTHER	OTHER	0
@NordhausenFrank @SPIEGELONLINE Tauwetter.... war da nicht was in einer kleinen Stadt namens Goslar...	OTHER	OTHER	0
Es ist die Lebenslüge der EU, dass ohne sie die europäischen Staaten unfähig wären, miteinander Handelsabkommen zu schließen. Ein #Brexit ohne Austrittschaos, sondern Handelsregelungen, die im Wesentlichen unverändert blieben, wäre der Tod für die Brüsseler Bürokratie. #AnneWill	OTHER	OTHER	0
@R_Kowalsky @bgk_ak31er klar jeder weiss dass mehrere blöcke von verschiedenen orten zum römer ziehen. und der größte war der internationale	OTHER	OTHER	0
Hoffentlich kann der Pfaffe noch lange weiter pilgern!	OFFENSE	ABUSE	1
@Cerberus456 @lichtmesz Bei denen ist nichts zu retten. Dumpfnazitum gibt es da, also Assis, die sich beim Fußball prügeln und antisemitische Parolen brüllen. Die vaterlosen deutschen Jungen lassen sich derweil von Salafisten anwerben. #Kulturpessimismus 😥	OTHER	OTHER	0
@nhile_de @KathaSchulze Feministinnen fordern immer Gleichbehandlung ein , und wenn sie die bekommen , dann passt es denen auch wieder nicht. Man muss jetzt auch langsam mal die Jobcenter anweisen , Frauen für alle Drecksarbeiten die auch Männer machen müssen , heranzuziehen. Wenn nicht , dann klagen	OTHER	OTHER	0
Immer ist im Herzen Raum für mehr… So lass nun unsere Sehnsucht anfangen, dich zu suchen… |LBR| Nelly Sachs	OTHER	OTHER	0
@_hinck @spdbt @larsklingbeil schade. das nächste mal meldest du dich rechtzeitig 👍	OTHER	OTHER	0
Ich habe kein Verständnis für jesidische, jüdische und christliche Vertreter, die mitansehen wie Angehörige ihrer Glaubensgemeinschaft von radikalen Muslimen Gewalt erleben, aber öffentlich nicht den Mut haben diesen islamischen Extremismus zu benennen: Ihr seid Feiglinge!	OFFENSE	INSULT	1
@lawyerberlin Vielleicht sollte mal jemand der Deutschland Hassenden Partei B 90 die Grünen erklären was Subsidaerer Schutz bedeutet. Ich führe doch keine Menschen zusammen die dieses Land absehbar wieder verlassen müssen. Wer soll diesen Irrsinn den bezahlen? Die Grünen etwa.	OFFENSE	INSULT	1
@RambaZamba161 @Antikalypse ...ich musste aber auch erst zwei mal lesen bevor ich den Sarkasmus erkannt habe...<U+0001F44D><U+0001F923><U+0001F923>	OTHER	OTHER	0
@kressZwitscher @AnjaReschke1 @barbarahans @t_hinrichs Vielleicht einfach mal mehr Journalismus machen und weniger Propaganda.	OFFENSE	INSULT	1
Kämpft gegen die Zersètzer wie Edathy und Friedrich. Steht auf uñd erfìndét unsere Idee ganz neu!	OFFENSE	INSULT	1
250 Menschen auf der Demonstration gegen das Dublin 2 Abkommen auf der Demo der selbstorganisierten ,,Refugees for Change'' #Refugeeswelcome	OTHER	OTHER	0
Jäger erschießt Pferd - weil er es für Wildschwein hielt Darum brauchen BRD-Jäger auch Warnwesten u. küssen im Wald ist gefährlich 😜	OTHER	OTHER	0
@thkreher @PauleHasi13 Wir haben SIS /DAN über PC- was zeitlich aber auch nicht unbedingt effizienter ist.	OTHER	OTHER	0
@ronaldlaessig @artepmobil @fernseh_heini Wer das glaubt, mit Respekt, der hat das Gehirn einer Stubenfliege.	OFFENSE	ABUSE	1
Nachdem was der “Schwarze Block” mit Hamburg angestellt hat, bekomme ich Lust, DIESES VERSCHISSENE PACK MITTEN IN TSCHERNOBYL AUSZUSETZEN!!	OFFENSE	INSULT	1
@THH_Tiere @manuring72 |LBR| Viel Erfolg zur Vermittlung, für die Süßen.	OTHER	OTHER	0
@hts_1312 @subversivaktiv @loominext krieg mal dein dummes gelaber in den griff	OFFENSE	INSULT	1
Heute geht es endlich los mit dem 25 Jahre - AZ Fest 2018. Heute erwarten euch: |LBR| 20:00 - 20:35 Anschlag |LBR| 20:55 - 21:25 Fuse |LBR| 21:45 - 22:15 Pogendroblem |LBR| 22:35 - 23:20 Scruffyheads |LBR| 23:40 - 00:05 Bloodstains |LBR| 00:25 - 01:00 Lügen	OTHER	OTHER	0
"@oadiakosmos @Schockadin @3rd_stone_f_sun @Schnubb36 @Fjordspringer @gselsbaer @transsimian @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Da ich die Bibel gelesen habe und das Gelesene sich nicht mit deinen Behauptungen deckt, reicht eben nicht ""biblisches Christentum"", denn das bedeutet ein Christentum so wie es in der Bibel steht. Du hast aber große Teile weggelassen, große Teile uminterpretiert und hinzugefügt."	OTHER	OTHER	0
@FreierDiskurs @Tomsch24 @Georg_Pazderski Ihre Bemerkung zur Türkei macht das ganze Elend der aktuellen politischen Situation deutlich. Wir sind Bürgerinnen dieses Landes, gewöhnen Sie sich daran. Die Identität dieses Landes besteht aus seiner Bekenntnis zur Vielfalt!	OTHER	OTHER	0
@SawsanChebli Fräulein Chebli ist nicht besonders beliebt.....nun Sawsan ich weiß warum..!	OFFENSE	ABUSE	1
Sag mal, kennen wir uns nicht flüchtig vom Sehen (Hafen Haifa, Stichwort Marine)? 😃 @shalom_sven	OTHER	OTHER	0
@krippmarie @jouwatch Ja dieses fette Etwas....redet und redet	OFFENSE	INSULT	1
"@ZeichenTaten @ThomasMichael71 @mountainman1977 Und was ist ""gerechter Welthandel""? Brandenburgische Äpfel gegen kongolesischen Reis? Deutsche Autos gegen ägyptische Waffen? Chinesische Kleidung gegen amerikanische Hamburger?"	OTHER	OTHER	0
@ManuelaSchwesig Am 24. September wird die SPD unter 20% fallen! Garantiert! |LBR| Wunderbar!!!	OTHER	OTHER	0
Heute vor 5 Jahren: Der russische Antifaschist Ivan Khutorskoy wird in Moskau von Faschisten ermordet! Niemand ist vergessen! #Antifa	OTHER	OTHER	0
"#b0911 vorm ""pret"" am hauptbahnhof steht eine weiblich gelesene person, blonde lange haare, schwarze jacke, blaue jeans und filmt die kundgebung ab. zoomt dabei auch gezielt an gesichter ran."	OTHER	OTHER	0
Was sagen Sie zu den Exzessen rechtswidriger #Polizeigewalt gegen DemonstrantInnen z.B. in Hamburg anlässlich von #G20 #fragendiefehlen	OFFENSE	ABUSE	1
Klare Aussage der Kanzlerin: Fluchtursachen bekämpfen! #TVDuell	OTHER	OTHER	0
@zeitonline_stud @zeitonline Danke, dass ihr @FlchtlngWllkmmn verlinkt habt. Allerdings haben 286 Menschen vermittelt und nicht 80!	OTHER	OTHER	0
@MiRo_SPD Jede Partei, die mit der abgefuckten Scheinheiligsten Partei Deutschlands zusammenarbeitet, tut dies maximal aus Machtgeilheit.	OFFENSE	INSULT	1
@MiriamOzen Ein Antifant das sagt alles.	OFFENSE	ABUSE	1
@pinkstinksde @JochenBittner @marthadear Die einzigen, die hier in rassistischen Kontexten denken, seid doch Ihr.	OTHER	OTHER	0
@JoergDittus Werden da alte deutsche Volkslieder gesungen, oder neu gedichtete Motivationslieder gesungen? Ich schreibe Auftragswerke und studiere sie gerne mit euch ein!😘😘	OTHER	OTHER	0
Im Studierendenparlament der Uni Hamburg ist es zu einem Angriff auf ein Mitglied der Jungen Union durch zwei Unbekannte gekommen.	OTHER	OTHER	0
Wenn einer allein träumt, bleibt es ein Traum. Träumen wir aber alle gemeinsam, wird es Wirklichkeit. Dom Helder Camara	OTHER	OTHER	0
Deutschland braucht junge patriotische Politiker und nicht verstaubte, antiquarische, unfähige #Altparteien.	OFFENSE	ABUSE	1
@jusos @Ralf_Stegner Das Stegner, nur noch peinlich<U+0001F602>	OFFENSE	INSULT	1
Mal ehrlich: Wer denkt bei Pforzheim nicht an Furzheim?	OFFENSE	INSULT	1
@Georg_Pazderski Privat und im Beruf liegt mir die Rolle des Schimpfenden gar nicht. Denn wenn mir dort etwas nicht passt, ändere ich es. |LBR| Genauso wähle ich die AfD nicht bloß als Ventil für meinen politischen Ärger. Ich will, dass sich effektiv etwas im Land zum Guten ändert.	OTHER	OTHER	0
@OwslanderUfo @helmut_ottensen @VonSchwer @hab_mein_nick Würde das nicht mehr bringen wenn man sich eine vor die Latz knallt....? |LBR| Die Erklärung habe ich ja gehört..aber ist das wirklich eine..?	OTHER	OTHER	0
Fünf #Pegida-Leute haben einen freien Fotojournalisten angegangen und ihn bedroht, einer hat ihm den Finger umgedreht.	OTHER	OTHER	0
@NPDWittenberg |LBR| Klar. NPD was sonst. REP und AfD zu lasch.	OTHER	OTHER	0
Sehr merkwürdige Gruppeneinteilung bei der #HandballWM |LBR| In Gruppe A spielen mit der #brd #Russland #Frankreich und #Serbien vier Mannschaften, die unter den Top6 der Weltrangliste sind. |LBR| In Gruppe C spielt #Dänemark nur mit dritt- bis viertklassigen Mannschaften |LBR| Sehr merkwürdig	OTHER	OTHER	0
@KingGeorgVI @EngelGert Ich kann es nicht mehr sagen. Bild und Artikel sind verschwunden und ich habe es nicht gespeichert. Das Bild zum Tweet ist ebenfalls weg. Sorry.	OTHER	OTHER	0
Und wann setzt der Staat die Abschiebungen endlich durch? Lassen sich die Behörden |LBR| von den illegalen Migranten immer wieder verarschen?	OTHER	OTHER	0
Da kann man sich nur fragen, was sind das für Menschen, die zu so etwas fähig sind und was ist das für ein Staat, der nicht willens ist, solche Verbrechen aufzuklären und die Täter deckt. Und die Polizei in Dessau kriminalisiert die die dies seit 14 Jahren aufzuklären versuchen	OTHER	OTHER	0
@RolandTichy Wenn sich Links und Rechts erst auf der Straße prügelt — dann werden alle ganz schnell nach dem STARKEN MANN rufen!	OTHER	OTHER	0
Die Linke in der @spdde will angeblich eine neue Parteihymne: Spiel mir das Lied vom Tod ...	OTHER	OTHER	0
@c_lindner @fdp Schön auf der Populismuswelle reiten und dann noch Ratschläge geben, wenn die braune Saat aufgeht - werden Sie lieber Fotomodell	OFFENSE	INSULT	1
@SteinbachErika Von was der Schulz wohl nachts träumt? 😜😜	OTHER	OTHER	0
@heiligtag @_Mysterium_ @SawsanChebli 2 von 3 Migranten arbeitslos	OFFENSE	ABUSE	1
@FoxvsBadger Quasi nicht... Worum gehts denn? 😊	OTHER	OTHER	0
@BonkeKolja Wir lassen uns unsere Meinung nicht verbieten !!!	OTHER	OTHER	0
"@wisselstefan Einem Ertrinkenden ""Hilfe in der Heimat"" anzubieten, ist nicht ""sinnvoll"", sondern zynisch. Weitsicht macht nicht blind."	OTHER	OTHER	0
@FilmElf_yt @Goreminister Trotzdem tausende deutsche sind Arbeitslos und könnten die arbeit auch machen	OTHER	OTHER	0
#Lindner steckt heute Abend schon seinen Kopf in den Arsch von #Merkel widerlich #FDP	OFFENSE	INSULT	1
@Gauinator @KotzenderStern Weil es kleine fotzen.sind Kamerad!!	OFFENSE	INSULT	1
@Jost2018 @Westminster1000 Zum kotzen.Alles Duckmäuser und Volksverräter!	OFFENSE	INSULT	1
@fred_lumma @Nazifresser ..zeig mich doch an du besserer MENSCH!...	OTHER	OTHER	0
Wir müssen der schwarzen Fahne des IS den Wind und damit dem IS die Macht nehmen. Er darf uns und unsere Leben nicht länger beherrschen.	OTHER	OTHER	0
@AnjaReschke1 @Netzdenunziant Die selbstgerechte Selbstüberschätzung dieser „Haltungsjournalisten“ ist unerträglich! Was interessiert mich die Meinung von irgendwelchen, meist halbgebildeten Mainstream-Angestellten!! Ich kann SELBST denken und urteilen.	OFFENSE	INSULT	1
@BWSpricht Genau. Wie goldig war da meine Kindheit zu jetzt, was Heimatgefühl betrifft.	OTHER	OTHER	0
@profilacktisch Das kann gar nicht oft genug zum Thema gemacht werden!!! Danke für die Informationen und die Screenshots.	OTHER	OTHER	0
Wenn ihr könnt fahrt zum #Hambicamp! Mittw. ab 10 in #Manheim, gg. Räumung &amp; Rodung d. #HambacherForst! Durchreisende in #Aachen kriegen ab 10 Uhr bei uns Updates, Couch &amp; Kaffee. Ab 18.30 Uhr gibts Infos &amp; Essen in d. Schwarz-Roten Kneipe. Rechtshilfe: @HambiEA! #hambibleibt	OTHER	OTHER	0
@FeePatzer Der Unterschied zwischen sexueller Belästigung und Flirten beteht darin, ob der Mann der Frau, der sie anspricht, gefällt.	OFFENSE	ABUSE	1
@ScottiRacer @StapelChipsYT @Sternenrot Aber bitte jetzt nicht auch noch ne Opfernummer von männlicher Seite.	OFFENSE	ABUSE	1
@tagesthemen @tagesschau Gibt es da ein Patent, von dem wir nichts wussten? ;-) /jcm	OTHER	OTHER	0
@faz_donalphonso Ihr solltet alle schon mal Jodeln üben..	OTHER	OTHER	0
@Werwald Was hast du gegen Asiaten, du Halbnigger?!	OFFENSE	ABUSE	1
Ekelhafter gehts kaum, wie sich diese CDU-Schwachmaten selbst beweihräuchern u feiern u das vor dem Hintergrund des tief gespaltenen Landes🤢	OFFENSE	ABUSE	1
@ZDF ZDF, das allerletzte!Einfach zum Kotzen dieser Sender!!	OFFENSE	INSULT	1
@vertig0nix @NetReaper Dabei identifiziere ich mich als Mensch mit Wohnsitz in Stade.	OTHER	OTHER	0
@GtzFrmming Die sollen sich zurück verpissen zu ihrem Islam und Erdogan und em Rest ,,,Ihr habt hier nicht zu suchen KOMPRENDE	OFFENSE	ABUSE	1
"Merkel hat einen neuen ""16-Punkte-Plan"" 😂😂😂 Für einen Fakt der nur zweier Punkte u. Konsequenz bedarf. Ich lasse mich nicht mehr verarschen😜"	OFFENSE	PROFANITY	1
Aus dem Seelenleben von @spdde-Delegierten. A: Wir haben die Wahl zwischen Sch... und großer Sch.... B: Noch schlimmer. #spdbpt17ِ	OFFENSE	PROFANITY	1
Wenn man Mädchen bildet, bildet man Generationen - Aqeela Asifi, Gewinnerin des #NansenAward 2015.	OTHER	OTHER	0
@LauraL_Escort Die Fantasie kennt keine Grenzen. ;-)	OTHER	OTHER	0
@ReiseRobby @cducsubt Nein, der Text des Antrages ist ziemlich gut. Ich hätte wenig Anderes geschrieben und vielleicht noch etwas ergänzt. Es kommt auf die Umsetzung an.	OTHER	OTHER	0
@Schwirty @IngoFunke @VeroniqueBantau @AndreZeven Nach Ansicht Ihres Profils sind wir uns sicher: Sie waren vermutlich einer unserr größten Gönner. 😉😄	OTHER	OTHER	0
@GegutGeschlecht Das Thema Klima ist bei den Grünen allzeit beliebt...früher sprachen sie sogar von einer Klimakatastrophe...😂 |LBR| Viel Ahnung von nichts..!	OTHER	OTHER	0
@NiemaMovassat Lieber höre ich mir die sogenannten Braunen an, als das scheinheilige Gefasel der Dreckslinken Faschistenschweine	OFFENSE	ABUSE	1
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Es ist schon Donnerstag, ist das nicht yottageil oder was? Weiter, immer weiter! Lasst uns den Tag rocken. #MiracleMorning	OTHER	OTHER	0
@DrDavidBerger Ich hoffe die Betreuungsfamilie bürgt für alles!Ob die dann noch Gutmenschen sind?	OTHER	OTHER	0
@Puettmann_Bonn Was für Politiker? Ich sehe immer nur hinterfotzige Heuchler und Schmarotzer.	OFFENSE	ABUSE	1
@lauermanfred @ndaktuell Auch Antifaschisten und Linksradikale sind der deutschen Gerichtsbarkeit unterworfen.	OTHER	OTHER	0
Hallo Piepser, nachtblind, übermüdet, bis früh um 5 Disco im SC Neubrandenburg gemacht, muss ihnen wohl gefallen haben. Alter Mann ist müde😜	OTHER	OTHER	0
@hose_hans @welt Das wurde auch nur deswegen in den Raum geworfen um die glasklare antiislamische Haltung der AfD zu verschleiern, die man nicht leugnen kann!	OTHER	OTHER	0
@machtjanix23 @Norbinator2403 @ennof_ @AthinaMala @troll_putin @NancyPeggyMandy @petpanther0 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Nun, ist Ihre Illusionsblase etwas löchrig geworden beim BKA -Bericht?	OTHER	OTHER	0
@JeannetteLeipz2 Ist Pflege ein so leichter Job, dass man dafür jeden Zivi nehmen kann?	OTHER	OTHER	0
@erik_fluegge Überhaupt nicht, aber wir machen wenigstens nicht in Populidmus :-(	OTHER	OTHER	0
Wir sollten den deutschen Kinder und Frauen gedenken die durch den #Islam ermordet wurden.	OFFENSE	ABUSE	1
@SawsanChebli Wer meint typisch deutsch sei zwangsläufig mit Nazi zu vergleichen ...der ist hirnlos |LBR| Typisch deutsch?...z.B...wir wurden Weltmeister und Millionen von Nazis haben gejubelt..? |LBR| Typisch deutsch?...z.B...jeder der unsere Hymne singt	OTHER	OTHER	0
@Karl_Lauterbach Die Drecks-SPD mit ihren Aussenministern scheisst aufs Grundgesetzt und ganz besonders auf Art. 6 GG	OFFENSE	INSULT	1
@faz_donalphonso Bitte den zweiten Namen klein schreiben ☺	OTHER	OTHER	0
@stefanmeierfkw fröhlicher gruß aus dem metronom in die alte heimat 🚂	OTHER	OTHER	0
Liebe Männer, auch wenn Feminismus albern ist; Galanterie (Frauen in den Mantel helfen oder den Stuhl zurecht rücken) ist ebenso albern.	OFFENSE	INSULT	1
Wer finanziert eigentlich das Zentrum für politische Schönheit?	OTHER	OTHER	0
@Fussball_Bild @BILD_Sport Die Ultras sind das gleiche Pack wie linke Anarchisten,wann wird endlich mal durchgegriffen.Unsere Juristen sind halt alle Gutmenschen die lieber eine arme Rentnerin ins Gefängnis schicken	OFFENSE	ABUSE	1
@welt Wen Interessiert schon was der kleine Wicht ruft. Jerusalem ist die Hauptstadt Israels. Basta.	OFFENSE	INSULT	1
@faber_christoph Wurde der Merkel schon 2015 von Australien empholen. Doch Dämon Merkel ,macht das Gegenteil.😠💩	OFFENSE	INSULT	1
@MonikaBergholz1 Maronen(Esskastanien) am besten schon gekochte, alles in Pfanne braten und ab durch den Mixer - mit getrockneten Steinpilzen auch sehr lecker.	OTHER	OTHER	0
@Hadi_Riedel @anna_IIna @artepmobil Nö, die kann mit ihrer isl. Brut da verrecken	OFFENSE	ABUSE	1
@AusCtk @Ralf_Stegner Trotzdem kann man noch mehr machen...	OTHER	OTHER	0
@M_T_Franz das ist Fakt... zumindest die Auslegung... wer hämmert das den Leuten endlich in ihre Köpfe.	OTHER	OTHER	0
@VBTorsten @MalteKaufmann Es geht darum ob es Antragsdelikt oder nicht ist. Es gibt Delikte da muss man einen Strafantrag stellen, da es sich um ein Antragsdelikt handelt.Der Strafantrag ist gesetzlich in § 77 bis 77e des Strafgesetzbuches (kurz: StGB) sowie in § 158 der Strafprozessordnung verankert.	OTHER	OTHER	0
heute nur Geld und Karrierre im Kopf.	OTHER	OTHER	0
@DokiliGo Teilst du eigentlich Rawls Ideen?	OTHER	OTHER	0
Guten Abend zusammen! <U+0001F60A> |LBR| Mir ist gerade aufgefallen, dass ich schon länger nichts mehr von |LBR| @Solikurdin gehört habe! |LBR| ...ich kann den Account auch nicht mehr finden...weiß da irgendwer mehr?	OTHER	OTHER	0
Ätzend. Jetzt werden ganze Gruppen stigmatisiert u. kriminalisiert. Muslime u. Flüchtlinge allesamt zu Antisemiten erklärt.	OTHER	OTHER	0
Sie ist lieb als Mutter. Sonst aber taugt ihre Partei zu nichts.	OFFENSE	INSULT	1
Amberg und Bochum - beides sind Straftaten. Erst bei der Bewertung durch die Politik und die Medien gibt es ein Problem: die eine wird medial zur großen Schandtat hochgejazzt, die andere totgeschwiegen! Zweierlei Maß? - Das würde unsere Demokratie zerstören!	OTHER	OTHER	0
@Westminster1000 @BonkeKolja @ckoemmlinger |LBR| Raus, raus, raus , mit dem ganzen Niggergesindel!	OFFENSE	ABUSE	1
Die #SPD ist der Steigbügelhalter von Angela #Merkel. |LBR| #illner	OTHER	OTHER	0
@KaiserDesRap Vllt sind wir von der selben Mutter und wurden nur getrennt Bruder	OTHER	OTHER	0
@Allzu_Triviales @MartinSchulz Dass interessiert den Martin nicht. Er ist für rechtliche Diskriminierung.	OFFENSE	ABUSE	1
@AfDBerlin @2018_AfDwaehlen Wir sind im nahen Osten!	OTHER	OTHER	0
"Wenn ein Sprachkünstler wie Wolfgang #Thierse zuschlägt und in @infoammorgen von ""Entheimatung"" spricht und ""Konsense"" anmahnt ..... @DLF"	OTHER	OTHER	0
@johnwboer @Ralf_Stegner natürlich gibt es neuwahlen. immer diese traumtänzer.	OTHER	OTHER	0
@R1chtungsweiser @66Freedom66 👍muss man sich auch nicht geben das Gesülze	OTHER	OTHER	0
@hobbyhexe Danke schön <U+0001F60A> Steinig ist jetzt nicht so das Problem. Matsch war die letzten beide Male ja für nen uneleganten Abstieg vom Rad verantwortlich <U+0001F609>	OTHER	OTHER	0
@Harald70199 1933 hat auch keiner etwas dagegen gemacht ‼️	OTHER	OTHER	0
Der schwarze Kanal der SED ist nichts anderes als das Staatsfernsehen der BRD!	OTHER	OTHER	0
Imame und Hassprediger sprechen im Hassmoscheen offen über den Dschihad und |LBR| verbreiten und verherrlichen Scharia Ideologie. So etwas darf es in |LBR| Deutschland, in unserer Gesellschaft nicht geben.	OTHER	OTHER	0
@erstmal_denken Gehts jetzt noch ein bisken hohler ?? Hab doch gesagt du raffst es nicht ! Feht jetzt nur noch das du nach Fehlern im Satz sugst ! Braves TUKTUK !	OFFENSE	INSULT	1
@tagesthemen @mijoste Eine ANMASSUNG sondergleichen: ich will weder von diesen inkompetenten Politikern noch von den halbgebildeten Plappermäulchen der Medien „an die Hand genommen werden“! — Welche Vorstellung dieser „Eliten“ vom mündigen Bürger!	OTHER	OTHER	0
Diese Woche im AZ: |LBR| Vor der Sommerpause gibt es nochmal folgendes --&gt; |LBR| Donnerstag, 26.07. 19:00 Uhr: Anarchist Kitchen |LBR| Freitag, 27.07.19:00 Uhr: Konzert mit WurstClub EP Releaseshow + Aftershow |LBR| Samstag, 28.07. 23:00 Uhr: Dub FictionParty	OTHER	OTHER	0
@Hartes_Geld Solch ein grünes Ergebnis hätte den deutschen so gut getan... |LBR| In 🇦🇹regiert wer gewinnt...nur in 🇩🇪dürfen Verlierer weiter regieren...!!	OTHER	OTHER	0
Warum wurden die G20-Chaoten nicht sofort auf frischer Tat verhaftet? |LBR| Haben die Polizisten nur gefilmt? Waren sie zu feige für Festnahmen?	OTHER	OTHER	0
@MiataMuc @mountainman1977 @sci_fanboi @Tom174_ @Lenasmileey Ich fand Katzen immer gut.	OTHER	OTHER	0
@jwinkelv @ruhrbarone Welche Widersprüche überhaupt? Die werden ja sowieso nicht ausgeführt. Wie soll man sich dann dazu äußern? Oder geht es vllt gar nicht um eine echte inhaltliche Debatte sondern um stumpfes whataboutism?	OTHER	OTHER	0
Flüchtlinge, die kein Asyl erhalten haben, gibt es nicht. Diese |LBR| Invasoren hätten an der Einreise gehindert werden müssen.	OFFENSE	ABUSE	1
@MiataMuc @mountainman1977 Weihnachtsstress, Geburtstag, und Fressen. Und alle tun super nett. Mehr ist das doch nicht.	OTHER	OTHER	0
@RalfPodszus Wenn du #ibes geguckt hast, hast du eh die Kontrolle über dein Leben verloren, dann ist auch egal, was du jetzt tust...	OFFENSE	INSULT	1
@de_sputnik Eine Weltherrschaft führt zum Krieg bis zum bitteren Ende	OTHER	OTHER	0
"@tagesspiegel du und die Kipping ihr seid die größten ""Schädlinge"" der Partei!"	OFFENSE	ABUSE	1
@andis_pathie @subversivaktiv unangenehmerweise quasi neben nem davidstern	OTHER	OTHER	0
@Birdie51411736 @petpanther0 @machtjanix23 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @AthinaMala @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Nein durchaus nicht, das schöne an hebräisch ist, dass die Sprache sehr exakt ist, im doppelten Sinne, auch, da jeder Buchstabe einen Zahlenwert zugeordnet ist. Talmud, Sohar, etc. ist sehr klar - in Sprache und Zahlen.	OTHER	OTHER	0
@derCharlie_ @anna_IIna Der Brenner ist die Grenze zwischen Österreich und Italien	OTHER	OTHER	0
Zum Mitschreiben für die roten Ignoranten: Eine doppelte Staats- |LBR| bürgerschaft liegt vor, wenn - ja, jetzt wird es spannend. Was ist doppelt?	OFFENSE	INSULT	1
"Viell. werden eines Tages die Akten all der Kohls, Merkels u. Gaucks geöffnet u. der gesamte Lug u. Trug um eine ""Einheit"" kommt ans Licht 😜"	OFFENSE	ABUSE	1
@gabihbeck vielen Dank. Es geht doch nichts über eine dicke Portion Katzenliebe :-).	OTHER	OTHER	0
